"Year","Area","Street","Street.2","Strange.HTML"
2011,"","Playground At Priory Primary School","Playground at Priory Primary School",""
2011,"","Princess Rd  Old Hill","Princess Rd, Old Hill",""
2011,"","Priory St Dudley","Priory St,Dudley",""
2011,"","Rhh","RHH",""
2011,"","Ring Rd    Stourbridge ","Ring Rd ,  Stourbridge.",""
2011,"","Ring Rd  Stourbridge","Ring Rd, Stourbridge",""
2011,"","Rookery Park  Pensnett","Rookery Park, Pensnett",""
2011,"","Salop St","salop street",""
2011,"","Salop St","salop street",""
2011,"","Sedgley Bullring","Sedgley Bullring",""
2011,"","Sedgley Conservative Club","Sedgley Conservative Club",""
2011,"","Sedgley Conservative Club","Sedgley Conservative club",""
2011,"","Short St","short st",""
2011,"","South Rd Stourbridge","South Rd,Stourbridge",""
2011,"","Stourbridge","Stourbridge",""
2011,"","Stourbridge High St","Stourbridge High St",""
2011,"","Stourbridge High St","Stourbridge High St",""
2011,"","Stourbridge High St","Stourbridge High St",""
2011,"","Stourbridge High St","stourbridge high street",""
2011,"","Stourbridge Junction  ","Stourbridge Junction .",""
2011,"","Stourbridge Ps Front Office","Stourbridge PS Front Office",""
2011,"","Stourbridge Rd Holly Hall","stourbridge rd holly hall",""
2011,"","Stourbridge Rd  Lye","Stourbridge Rd, Lye",""
2011,"","Stourbridge Rd  Brierley Hill","Stourbridge Rd, Brierley Hill",""
2011,"","Stourbridge Rd  Brierley Hill","Stourbridge road, Brierley Hill",""
2011,"","Stourbridge Rd ","Stourbridge Rd.",""
2011,"","Tesco Express Amblecote Stourbridge","Tesco express amblecote stourbridge",""
2011,"","The Swan Public House  Kingswinford","The Swan Public House, Kingswinford",""
2011,"","Tower St  Dudley","Tower St, Dudley",""
2011,"","Victoria St  Stoubridge","Victoria St, Stoubridge",""
2011,"","Ward B3  Rhh","Ward B3, RHH",""
2011,"","Windmill End  Dudley","windmill end, Dudley",""
2011,"","Windmill Ln  Cape Hill","Windmill Ln  Cape Hill",""
2011,"","Wolverhampton St Dudley","wolverhampton street dudley",""
2011,"","Wolverhampton St  Dudley","Wolverhampton St, Dudley",""
2011,"","Wolverhampton St  Dudley","Wolverhampton St, Dudley",""
2011,"","Worcester St Stourbridge","Worcester St Stourbridge",""
2011,"","W Ton St  Dudley","W'ton St, Dudley",""
2011,"","W Ton St  Dudley","W'ton St, Dudley",""
2011,"Solihull","A E Soliohull Hospital","A+E Soliohull Hospital",""
2011,"","Airport","Airport",""
2011,"","Ash Crescent  Chelmsley Wood","Ash Crescent, Chelmsley Wood",""
2011,"","Assembly Rooms","Assembly Rooms",""
2011,"","Auckland Drive","Auckland Drive",""
2011,"","Auckland Drive","Auckland Drive",""
2011,"","Auckland Drive","Auckland Drive",""
2011,"","Auckland Drive","Auckland Drive",""
2011,"","Auckland Drive  C Wood","Auckland Drive, C Wood",""
2011,"","Auckland Drive  Chelmsley Wood Solihull","Auckland Drive, Chelmsley Wood Solihull",""
2011,"","Bham Airport","Bham Airport",""
2011,"","Bham Int Train Station","Bham Int train station",""
2011,"","Bham International Train Station","Bham International Train Station",""
2011,"","Birmingham Airport","Birmingham Airport",""
2011,"","Blair Grove  Chelmsley Wood  Birmingham ","Blair Grove ,Chelmsley Wood ,Birmingham.",""
2011,"","Brackleys Way  Solihull","brackleys way, Solihull",""
2011,"","Brickhill Dr","Brickhill Dr",""
2011,"","Broad St   Os Gatecrasher","Broad St,  OS gatecrasher",""
2011,"","By St Alphedge Church  Solihull","By st Alphedge Church, Solihull",""
2011,"","Carpark Marston Green Tavern","Carpark Marston Green Tavern",""
2011,"","Chelmsley Rd  Chelmsley Wood","chelmsley rd, chelmsley wood",""
2011,"","Chelmsley Rd  Chelmsley Wood","chelmsley rd, chelmsley wood",""
2011,"","Church Close","Church close",""
2011,"","Clock Public House  Clock Ln","clock public house, clock lane",""
2011,"","Colebrook Rd","Colebrook Rd",""
2011,"","Colebrook Rd","Colebrook Rd",""
2011,"","Copt Heath Drive  Knowle","Copt heath Drive, Knowle",""
2011,"","Danford Ln","Danford Ln",""
2011,"","Dunton Hall Rd  Shirley","Dunton Hall Rd, Shirley",""
2011,"","Foleshill Rd  Coventry","Foleshill Rd, Coventry",""
2011,"","Forth Drive","Forth Drive",""
2011,"","Fox Hollies Rd","Fox Hollies Rd",""
2011,"","Foyer Of Etap Hotel Bhx","Foyer of ETAP Hotel BHX",""
2011,"","Grandys Drive  Chelmsley Wood","Grandys Drive, Chelmsley Wood",""
2011,"","Green Ln","Green Ln",""
2011,"","Greenwood Shopping Centre","Greenwood Shopping Centre",""
2011,"","Greswold Hotel","Greswold Hotel",""
2011,"","Halifax Rd ","halifax road.",""
2011,"","Helmswood Drive","Helmswood Drive",""
2011,"","Helmswood Drive","Helmswood Drive",""
2011,"","Helmswood Drive","Helmswood Drive",""
2011,"","High St","High St",""
2011,"","High St","High St",""
2011,"","High St  Solihull ","High St ,Solihull.",""
2011,"","High St Solihull","High St Solihull",""
2011,"","High St Solihull","high st solihull",""
2011,"","High St  Town Centre Solihull","High St, Town Centre Solihull",""
2011,"","High St","High St",""
2011,"","High St","High St",""
2011,"","High St","High St",""
2011,"","High St","High St",""
2011,"","High St","High St",""
2011,"","High St","High St",""
2011,"","High St","High St",""
2011,"","High St  Solihull ","High St ,Solihull.",""
2011,"","High St  Solihull ","High St ,Solihull.",""
2011,"","High St Solihull","High St Solihull",""
2011,"","High St Solihull","High St Solihull",""
2011,"","High St Solihull","high street solihull",""
2011,"","High St  Solihull","High St, Solihull",""
2011,"","High St  Solihull","High St, Solihull",""
2011,"","High St  Solihull Town Centre","High St, Solihull Town Centre",""
2011,"","High St  Solihull  West Mids","High St, solihull, West mids",""
2011,"","Highfield Roa Washwood Heath Birmingham","Highfield Roa Washwood Heath Birmingham",""
2011,"","Hillfield Park  Solihull","Hillfield Park, Solihull",""
2011,"","Hobsmoat Rd  Solihull","Hobsmoat road, Solihull",""
2011,"","Hoggarts Hotel Dorridge","Hoggarts Hotel Dorridge",""
2011,"","Kingfisher Drive Smithswood","Kingfisher Drive Smithswood",""
2011,"","Kitts Green Rd  Kitts Green  Bham","KITTS GREEN RD, KITTS GREEN, BHAM",""
2011,"","Kitts Green Rd ","Kitts Green Rd.",""
2011,"","Laburnam Ave","Laburnam Ave",""
2011,"","Lg Arena","LG Arena",""
2011,"","Lg Arena   Nec Complex","lg arena . nec complex",""
2011,"","Lg Arena Nec","LG Arena NEC",""
2011,"","Lg Arena  Nec Complex","LG Arena. NEC complex",""
2011,"","Lode Ln","Lode Ln",""
2011,"","Lode Ln","Lode Ln",""
2011,"","Lodge Rd","Lodge Rd",""
2011,"","Manor Walk Solihull","Manor Walk Solihull",""
2011,"","Marlene Croft","Marlene Croft",""
2011,"","Mcdonalds","McDonalds",""
2011,"","Mill Ln","Mill Ln",""
2011,"","Mill Ln  Solihull","Mill Ln, Solihull",""
2011,"","Moordane Ave","Moordane Ave",""
2011,"","Moorend Ave Opposite Wiilow Ave Solihull","Moorend Ave opposite Wiilow Ave Solihull",""
2011,"","O S Avaon Croft House Wincester Drive","O/S Avaon Croft House Wincester Drive",""
2011,"","O S Departure Terminal  Birmingham International Airport Solihull","O/S Departure terminal  Birmingham International Airport Solihull",""
2011,"","O S Grrenwood P H Helmswood Drive Chelmsley Wood Solihull","O/S Grrenwood P.H Helmswood Drive Chelmsley Wood Solihull",""
2011,"","O S Loft Nightclub High St Solihull","o/s Loft nightclub High St Solihull",""
2011,"","O S Mill Labe Entrance To Touchwood Shopping Centre","O/S Mill Labe entrance to Touchwood shopping centre",""
2011,"","O S Red Lion Earlswood","o/s Red Lion Earlswood",""
2011,"","O S Rosies  High St Solihull","O/S Rosies, High St Solihull",""
2011,"","O Sthe Loft  Solihull","o/sThe Loft, Solihull",""
2011,"","O S Coach House P H Herbert Rd Solihull West Midlands","O?S Coach house P>H Herbert Rd Solihull west Midlands",""
2011,"","O Neills Poplar Rd Solihull","O'Neills Poplar rd Solihull",""
2011,"","Os Assembly Rooms   Poplar Rd","OS assembly rooms , Poplar Rd",""
2011,"","Os Lg Arena  Nec Complex","OS LG Arena, NEC complex",""
2011,"","Os Lg Arena  Nec Complex","OS LG Arena/ NEC complex",""
2011,"","Outside The Clock Ph  Clock Ln","Outside the Clock PH, Clock Ln",""
2011,"","Outside White Swan Station Rd Solihull","Outside White Swan Station Rd Solihull",""
2011,"","Park In Bell Ln ","Park in bell lane`",""
2011,"","Parkdale Rd Sheldon","Parkdale Rd Sheldon",""
2011,"","Poplar Rd  Solihull","Poplar Rd. Solihull",""
2011,"","Poplar Rd","Poplar road",""
2011,"","Poplar Rd","poplar road",""
2011,"","Poplar Rd","poplar Rd",""
2011,"","Poplar Rd","Poplar Rd",""
2011,"","Poplar Rd","Poplar Rd",""
2011,"","Poplar Rd","Poplar Rd",""
2011,"","Poplar Rd","Poplar Rd",""
2011,"","Poplar Rd","poplar Rd",""
2011,"","Poplar Rd","Poplar Rd",""
2011,"","Poplar Rd","Poplar Rd",""
2011,"","Poplar Rd","Poplar Rd",""
2011,"","Poplar Rd","Poplar Rd",""
2011,"","Poplar Rd","Poplar Rd",""
2011,"","Poplar Rd","Poplar Rd",""
2011,"","Poplar Rd Solihull  West Midlands","Poplar Rd Solihull, West Midlands",""
2011,"","Poplar Rd  Solihull","Poplar road, Solihull",""
2011,"","Poplar Rd  Solihull","Poplar Rd, Solihull",""
2011,"","Poplar Rd  Solihull","Poplar Rd, Solihull",""
2011,"","Poplar Rd  Solihull","poplar Rd, Solihull",""
2011,"","Poplar Rd  Solihull","Poplar road, Solihull",""
2011,"","Poplar Rd  Solihull","Poplar road, Solihull",""
2011,"","Poplar Rd  Solihull","Poplar road, Solihull",""
2011,"","Poplar Rd  Solihull","Poplar Rd, Solihull",""
2011,"","Poplar Rd  Solihull","poplar road, solihull",""
2011,"","Poplar Way Solihull","poplar way solihull",""
2011,"","Poplar Way  Solihull","Poplar way, Solihull",""
2011,"","Rolls Wood Drive Solihull West Midlands","Rolls wood Drive Solihull West Midlands",""
2011,"","Scolfield Rd Kingshurst","Scolfield Rd Kingshurst",""
2011,"","Solihull   Station Rd","Solihull / Station Rd",""
2011,"","Solihull A E","Solihull A+E",""
2011,"","Solihull High St","Solihull High St",""
2011,"","Solihull Hospital","Solihull Hospital",""
2011,"","Solihull Hospital","Solihull Hospital",""
2011,"","Solihull Moors Football Club Damson Parkway Solihull","Solihull Moors Football Club Damson Parkway Solihull",""
2011,"","Solihull Town Centre","Solihull Town centre",""
2011,"","Solihull Town Centre","Solihull Town Centre",""
2011,"","Solihull Town Centre Solihull West Midlands","Solihull Town Centre Solihull West Midlands",""
2011,"","Solihull Town Centre  Lode Ln","Solihull Town Centre/ Lode Ln",""
2011,"","Solihull Town Centre  Outside Kings Chip Shop","solihull town centre/ outside Kings Chip Shop",""
2011,"","Solihull  Poplar Rd","Solihull/ Poplar Rd",""
2011,"","Stanley Ave","Stanley Ave",""
2011,"","Station Rd","Station Rd",""
2011,"","Station Rd At Herbert Rd Junction","Station Rd at Herbert Rd Junction",""
2011,"","Station Rd With Juction Of Herbert Rd Solihull","Station Rd with juction of Herbert rd Solihull",""
2011,"","Station Rd","Station Rd",""
2011,"","Station Rd","Station Rd",""
2011,"","Station Rd Solihull","Station Rd Solihull",""
2011,"","Station Rd Solihull","Station Rd Solihull",""
2011,"","Station Rd Solihull","Station Rd Solihull",""
2011,"","Station Rd Solihull","Station Rd Solihull",""
2011,"","Station Rd  Solihull","Station Rd, Solihull",""
2011,"","Station Rd  Solihull","Station road, Solihull",""
2011,"","Station Rd  High St Solihull","Station Rd/ High St Solihull",""
2011,"","The Crescent","The crescent",""
2011,"","The Vlg Hotel Shirley","The Vlg Hotel Shirley",""
2011,"","Usk Way Smithswood Solihull","Usk Way Smithswood Solihull",""
2011,"","Warwick Rd Solihull","Warwick Rd Solihull",""
2011,"","Warwick Rd  Solihull","Warwick Rd, Solihull",""
2011,"","Warwick Rd  Solihull","Warwick Rd, Solihull",""
2011,"","Warwick Rd","warwick Rd",""
2011,"","Warwick Rd","Warwick Rd",""
2011,"","Warwick Rd","Warwick Rd",""
2011,"","Warwick Rdf  Solihull","warwick roadf, solihull",""
2011,"","Wolaston Close","Wolaston Close",""
2011,"Sandwell","Abbey Rd","Abbey Rd",""
2011,"","Albright Rd Oldbury","Albright Rd Oldbury",""
2011,"","Aleander Way","Aleander Way",""
2011,"","Alexandra Rd  Halesowen","Alexandra Rd, Halesowen",""
2011,"","Angels Nightclub  West Bromwich","angels nightclub, west bromwich",""
2011,"","Angels Ph West Bromwich","angels PH west bromwich",""
2011,"","Anita Ave  Tividale","Anita Ave, Tividale",""
2011,"","Astel Park Retail Center","Astel Park Retail Center",""
2011,"","Aston St  Tipton","Aston St, Tipton",""
2011,"","Atlas Grove","Atlas Grove",""
2011,"","Bank St West Bromwich","Bank St West Bromwich",""
2011,"","Barker St","Barker St",""
2011,"","Bearwood High St","bearwood high st",""
2011,"","Bearwood Rd","Bearwood Rd",""
2011,"","Bearwood Rd","Bearwood Rd",""
2011,"","Bearwood Rd  Bearwood","Bearwood Rd, bearwood",""
2011,"","Bearwood Rd  Smethwick","Bearwood Rd, Smethwick",""
2011,"","Bearwood Rd  Smethwick","Bearwood Rd, Smethwick",""
2011,"","Bearwood Rd  Smwthwick","Bearwood Rd, Smwthwick",""
2011,"","Beawood Rd","Beawood Rd",""
2011,"","Beech Crescent","Beech Crescent",""
2011,"","Beeches Rd  West Bromwich","Beeches Rd, West Bromwich",""
2011,"","Bella Pizza","Bella Pizza",""
2011,"","Beresford Rd  Oldbury","Beresford Rd, Oldbury",""
2011,"","Beresford Rd  Oldbury","Beresford Rd, Oldbury",""
2011,"","Beresford Rd  Oldbury","Beresford Rd, Oldbury",""
2011,"","Billard Hall West Bromwich","Billard Hall West Bromwich",""
2011,"","Birchfield Ln","Birchfield Ln",""
2011,"","Birmingham Rd Oldbury","Birmingham Rd Oldbury",""
2011,"","Birmingham Rd  Oldbury","Birmingham Rd, Oldbury",""
2011,"","Birmingham Rd  Oldbury","Birmingham Rd, Oldbury",""
2011,"","Birmingham St  Oldbury  West Midlands","BIRMINGHAM ST, OLDBURY, WEST MIDLANDS",""
2011,"","Birminham Rd Oldbury","Birminham Rd Oldbury",""
2011,"","Brandhall Close","brandhall close",""
2011,"","Brasshouse Ln","Brasshouse Ln",""
2011,"","Broad St","Broad St",""
2011,"","Burnttree","Burnttree",""
2011,"","Cape Hill  Smethwick","Cape Hill, Smethwick",""
2011,"","Cape Hill  Smethwick","Cape Hill, Smethwick",""
2011,"","Carters Green West Brom","Carters Green west brom",""
2011,"","Carters Green  West Bromwich","Carters Green, West Bromwich",""
2011,"","Central Ave  Tipton","Central Ave, Tipton",""
2011,"","Coop Brandall","Coop Brandall",""
2011,"","Dartmouth Park","dartmouth park",""
2011,"","Devonshire Rd  Smethwick","DEVONSHIRE ROAD, SMETHWICK",""
2011,"","Dial Ln West Bromwich","Dial Ln West Bromwich",""
2011,"","Dial Ln West Bromwich","Dial Ln West Bromwich",""
2011,"","Duchess Parade  West Bromwich","Duchess Parade, West Bromwich",""
2011,"","Dudley Port","Dudley Port",""
2011,"","Dudley Port Tipton","Dudley Port Tipton",""
2011,"","Dudley Port Tipton","DUDLEY PORT TIPTON",""
2011,"","Dudley Port Tipton","Dudley Port Tipton",""
2011,"","Dudley St","Dudley St",""
2011,"","Dudley St","Dudley St",""
2011,"","Dyas Ave","dyas avenue",""
2011,"","Elgar Crescent  Pensnett","Elgar Crescent, Pensnett",""
2011,"","Esher Rd","ESHER ROAD",""
2011,"","Fountain Ln  Oldbury","Fountain Ln, Oldbury",""
2011,"","Freet St  Oldbury","Freet St, Oldbury",""
2011,"","Freeth St","Freeth St",""
2011,"","Galton Bridge","Galton Bridge",""
2011,"","Gladstone St West Bromwich","Gladstone street West bromwich",""
2011,"","Goose Ph  West Bromwich","Goose PH, West Bromwich",""
2011,"","Great Barr  Hotel","GREAT BARR  HOTEL",""
2011,"","Great Barr Hotel","Great Barr Hotel",""
2011,"","Great Barr Hotel  Great Barr","GREAT BARR HOTEL, GREAT BARR",""
2011,"","Great Barr Hotel  Great Barr","GREAT BARR HOTEL, GREAT BARR",""
2011,"","Great Bridge St  Tipton","Great Bridge St, Tipton",""
2011,"","Hales Ln  Smethwick","Hales Ln, Smethwick",""
2011,"","Halesowen Rd","Halesowen Rd",""
2011,"","Halesowen Rd Cradley Heath","HALESOWEN ROAD CRADLEY HEATH",""
2011,"","Halesowen Rd  Cradley Heath","Halesowen Rd, Cradley Heath",""
2011,"","Henley Close  Tipton ","Henley Close, Tipton.",""
2011,"","High Ave","High Ave",""
2011,"","High St West Brom","High St West Brom",""
2011,"","High St  Cradley Heath","High St, Cradley Heath",""
2011,"","High St Great Bridge","High St Great Bridge",""
2011,"","High St Smethwick","High St Smethwick",""
2011,"","High St Smethwick","High St Smethwick",""
2011,"","High St West Brom","High St west brom",""
2011,"","High St West Brom","High St West Brom",""
2011,"","High St West Bromwich","high St West Bromwich",""
2011,"","High St West Bromwich","High St West Bromwich",""
2011,"","High St  Smethwick","High St, Smethwick",""
2011,"","High St  Stourbridge","High St, Stourbridge",""
2011,"","High St  Stourbridge","High St, Stourbridge",""
2011,"","High St  Stourbridge","High St, Stourbridge",""
2011,"","High St  West Bromwich","High St, West Bromwich",""
2011,"","High St  West Bromwich","High St, West Bromwich",""
2011,"","High St  West Bromwich  Opposite Wilkinsons","High St, West Bromwich, opposite Wilkinsons",""
2011,"","Holly Ln  Smethwick","Holly Ln, Smethwick",""
2011,"","Holyhead Rd","Holyhead Rd",""
2011,"","Holyhead Rd  Handsworth","Holyhead Rd, handsworth",""
2011,"","Hugh Rd","Hugh Rd",""
2011,"","Huntingtree Rd","Huntingtree Rd",""
2011,"","Hydes Rd","hydes road",""
2011,"","Jct 1        Jct 2 Southbound M5","Jct 1 Â‰Ã›Âê Jct 2 southbound M5",""
2011,"","Jervoise Ln West Brom","Jervoise Ln,West brom",""
2011,"","Jervoise Ln West Bromwich ","Jervoise Ln,West Bromwich.",""
2011,"","Jowitts Ln","jowitts lane",""
2011,"","Karatchi","Karatchi",""
2011,"","Kingsbury Rd Tipton","Kingsbury Rd Tipton",""
2011,"","Lakeside Piblic Hse Carpark ","Lakeside Piblic Hse Carpark/",""
2011,"","Langley Mead","langley mead",""
2011,"","Ledgends Ph  Tipton","ledgends PH, Tipton",""
2011,"","Limes Rd","limes Rd",""
